,,,,,,,,,,,
Gerencia,Cadena,Plu,Nombre Plu,Subl,Sublinea,Subcat,Subcategoria,Marc,Marca,Clase Marca,Estrategia
Gran Consumo,Éxito,3008973,Bolsa Basura Apartamento 51x76,404,DESECHABLES Y AEROSOLES,5020,BOLSA BASURA APARTAMENTO,24666,T/L/D TODOS LOS DIAS,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Éxito,3008975,Bolsa Basura Industrial 65x100,404,DESECHABLES Y AEROSOLES,5040,BOLSA BASURA INDUSTRIAL,24666,T/L/D TODOS LOS DIAS,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Éxito,3008977,Bolsa Basura residencial 65x80,404,DESECHABLES Y AEROSOLES,5030,BOLSA BASURA RESIDENCIAL,24666,T/L/D TODOS LOS DIAS,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Éxito,3023780,Talco antibacterial,406,CUIDADO CORPORAL,2430,TALCO POLVO HOMBRE,24674,AMPM PLUS,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Éxito,3065535,Protector Solar SPF 50,406,CUIDADO CORPORAL,4020,BLOQUEADORES,24674,AMPM PLUS,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Éxito,3070894,Aceite de Bebe,406,CUIDADO CORPORAL,3710,ACEITES NORMALES,24674,AMPM PLUS,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Éxito,3118046,Jabon Barra Liquido Azul,97,CUIDADO ROPA,940,JABON DE LAVAR BARRA LIQUIDO,24666,T/L/D TODOS LOS DIAS,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Éxito,3118047,Jabon Barra Liquido Coco,97,CUIDADO ROPA,940,JABON DE LAVAR BARRA LIQUIDO,24666,T/L/D TODOS LOS DIAS,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Éxito,3462712,Detergente Liquido Oscura,97,CUIDADO ROPA,1011,DETERGENTES LIQUIDOS,20000,EXITO MARCA PROPIA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Éxito,3462713,Detergente Liquido Color,97,CUIDADO ROPA,1011,DETERGENTES LIQUIDOS,20000,EXITO MARCA PROPIA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Éxito,3600913,Pelicula Plastica,404,DESECHABLES Y AEROSOLES,3020,VINILO EMPAQUE,24666,T/L/D TODOS LOS DIAS,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Éxito,3600914,Pelicula Plastica,404,DESECHABLES Y AEROSOLES,3020,VINILO EMPAQUE,24666,T/L/D TODOS LOS DIAS,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Éxito,3705583,Jabon En Barra Liquido Bebe,97,CUIDADO ROPA,940,JABON DE LAVAR BARRA LIQUIDO,24666,T/L/D TODOS LOS DIAS,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Éxito,3749226,Aceite De Oliva Virgen Extra,403,ACEITES COMESTIBLES,7815,ACEITE OLIVA,17798,FRESCAMPO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Éxito,3749227,Aceite De Oliva Virgen Extra,403,ACEITES COMESTIBLES,7815,ACEITE OLIVA,17798,FRESCAMPO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Éxito,3400651,Aceite de Girasol,403,ACEITES COMESTIBLES,7825,ACEITE GIRASOL,20000,EXITO MARCA PROPIA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Éxito,3786697,Snack Cremoso Gatos Atún,401,MASCOTAS,860,SNACKS,33444,PUK?,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Éxito,3786698,Snack Cremoso Gatos Salmón,401,MASCOTAS,860,SNACKS,33444,PUK?,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Éxito,3310406,Azúcar Morena,90,GRANOS,7130,AZUCAR MORENA,20000,EXITO MARCA PROPIA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Éxito,3310409,Azúcar Morena,90,GRANOS,7130,AZUCAR MORENA,17798,FRESCAMPO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Éxito,3310415,Azúcar Blanco Especial,90,GRANOS,7120,AZUCAR BLANCO ESPECIAL,17798,FRESCAMPO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Éxito,3778389,Papel Higienico Premium 3Hx12,67,PAPELES Y ABSORBENTES,8010,PAPEL HIGIENICO PREMIUM,80000,EKONO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Éxito,3778390,Papel Higienico Premium 3Hx18,67,PAPELES Y ABSORBENTES,8010,PAPEL HIGIENICO PREMIUM,80000,EKONO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Éxito,3778391,Papel Higienico Premium 3Hx4,67,PAPELES Y ABSORBENTES,8010,PAPEL HIGIENICO PREMIUM,80000,EKONO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Éxito,3788923,Conserva De Pescado En Salsa D,94,ENLATADOS,2735,OTROS PESCADOS,17798,FRESCAMPO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Éxito,3788924,Conserva De Pescado En Salsa D,94,ENLATADOS,2735,OTROS PESCADOS,17798,FRESCAMPO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Éxito,3804668,Atun Rallado En Aceite,94,ENLATADOS,2140,DESMENUZADO,80000,EKONO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Éxito,3804671,Lomitos De Atun En Aceite,94,ENLATADOS,2120,ATUNES EN ACEITE,17798,FRESCAMPO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Éxito,3804672,Lomitos De Atun En Agua,94,ENLATADOS,2110,ATUNES EN AGUA,17798,FRESCAMPO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,1001019,OF*LAVALOZA LIMON TRIPACK $ESP,405,LIMPIADORES E IMPLEMENTOS ASEO,4510,LAVALOZA CREMAS/GEL,20000,EXITO MARCA PROPIA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,1121545,Frijol Nima,90,GRANOS,2040,FRIJOL VARIEDAD,17798,FRESCAMPO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,1121546,Frijol Zaragoza,90,GRANOS,2040,FRIJOL VARIEDAD,17798,FRESCAMPO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,1121547,Lenteja,90,GRANOS,4030,LENTEJA,17798,FRESCAMPO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,1121592,Arveja Verde,90,GRANOS,4010,ARVEJA,17798,FRESCAMPO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,1121597,Frijol Caraota,90,GRANOS,2040,FRIJOL VARIEDAD,17798,FRESCAMPO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,1121603,Frijol Nima,90,GRANOS,2040,FRIJOL VARIEDAD,17798,FRESCAMPO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,1121605,Frijol Zaragoza,90,GRANOS,2040,FRIJOL VARIEDAD,17798,FRESCAMPO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,1121606,Lenteja,90,GRANOS,4030,LENTEJA,17798,FRESCAMPO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,1121609,Arveja Verde,90,GRANOS,4010,ARVEJA,17798,FRESCAMPO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,1121613,*Frijol Caraota,90,GRANOS,2040,FRIJOL VARIEDAD,17798,FRESCAMPO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,1165837,Maiz Pira,90,GRANOS,3040,MAIZ PIRA,17798,FRESCAMPO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,1165838,Maiz Blanco,90,GRANOS,3020,MAIZ BLANCO,17798,FRESCAMPO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,1165839,Maiz Amarillo,90,GRANOS,3040,MAIZ PIRA,17798,FRESCAMPO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,1165841,Maiz Pira,90,GRANOS,3040,MAIZ PIRA,17798,FRESCAMPO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,1165934,Maiz Trillado Bco,90,GRANOS,3020,MAIZ BLANCO,17798,FRESCAMPO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,1261875,Agua Sin Gas,63,BEBIDAS LIQUIDAS NO ALCOHOLICA,6710,AGUA NORMAL,36937,CARULLA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,1291292,Café Soluble Granulado,92,BEBIDAS CALIENT/Y ALMT.NATURIS,5620,CAFE INSTANTANEO,17798,FRESCAMPO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,1300462,TOALLITAS HUMEDAS X10 DE BEBE,67,PAPELES Y ABSORBENTES,8540,TOALLITAS HUMEDAS BABY OTROS U,14401,PERSONAL CHOICE MARCA EXCLUSIV,MARCA EXCLUSIVA                                   ,Insuperables Marca Propia
Gran Consumo,Carulla,1356712,Sangría,95,LICORES Y CIGARRILLOS,8010,APERITIVOS Y POUS/CAFE,23535,CRUZARES MARCA EXCLUSIVA,MARCA EXCLUSIVA                                   ,Insuperables Marca Propia
Gran Consumo,Carulla,1375498,Agua Pura Sin Gas,63,BEBIDAS LIQUIDAS NO ALCOHOLICA,6710,AGUA NORMAL,17798,FRESCAMPO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,138186,Plato Pequeño,404,DESECHABLES Y AEROSOLES,5520,PLATOS DESECHABLES,80000,EKONO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,144906,Servilleta Cortada,67,PAPELES Y ABSORBENTES,7540,SERVILLETAS PARTIDAS,80000,EKONO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,1488671,Cafe Soluble En Polvo,92,BEBIDAS CALIENT/Y ALMT.NATURIS,5620,CAFE INSTANTANEO,17798,FRESCAMPO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,1531094,Vino tinto cabernet sauvignon,95,LICORES Y CIGARRILLOS,811,VINO TINTOS MESA,19653,SIETE SOLES MARCA EXCLUSIVA,MARCA EXCLUSIVA                                   ,Insuperables Marca Propia
Gran Consumo,Carulla,1531095,VINO BLANCO SAUVIGNON RESERVA,95,LICORES Y CIGARRILLOS,821,VINO BLANCOS MESA,19653,SIETE SOLES MARCA EXCLUSIVA,MARCA EXCLUSIVA                                   ,Insuperables Marca Propia
Gran Consumo,Carulla,1531595,Shampoo Coco Y Leche,96,CUIDADO CAPILAR Y ACCESORIOS,1310,SHAMPOO 1 EN 1,36839,ALGABO MARCA EXCLUSIVA,MARCA EXCLUSIVA                                   ,Insuperables Marca Propia
Gran Consumo,Carulla,1531596,Shampoo Manzanilla y Magnolia,96,CUIDADO CAPILAR Y ACCESORIOS,1310,SHAMPOO 1 EN 1,36839,ALGABO MARCA EXCLUSIVA,MARCA EXCLUSIVA                                   ,Insuperables Marca Propia
Gran Consumo,Carulla,1531597,Shampoo Aguacate Y Argán,96,CUIDADO CAPILAR Y ACCESORIOS,1310,SHAMPOO 1 EN 1,36839,ALGABO MARCA EXCLUSIVA,MARCA EXCLUSIVA                                   ,Insuperables Marca Propia
Gran Consumo,Carulla,1570514,Cerveza x 6 Costeña,95,LICORES Y CIGARRILLOS,410,CERVEZAS NACIONALES,1437,COSTENA,MARCA NACIONAL                                    ,Insuperables Marca Propia
Gran Consumo,Carulla,1570515,Cerveza Lata,95,LICORES Y CIGARRILLOS,410,CERVEZAS NACIONALES,1437,COSTENA,MARCA NACIONAL                                    ,Insuperables Marca Propia
Gran Consumo,Carulla,1602696,Cepillo Dental 3 Unidades,98,CUIDADO ORAL Y AFEITADA,1010,CEPILLO DENTAL ADULTOS,24674,AMPM PLUS,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,1603306,VINO LAMBRUSCO BLANCO,95,LICORES Y CIGARRILLOS,845,VINO ESPUMOSO Y CHAMPANA,29709,LA PIUMA MARCA EXCLUSIVA,MARCA EXCLUSIVA                                   ,Insuperables Marca Propia
Gran Consumo,Carulla,1603307,Vino Lambrusco Tinto,95,LICORES Y CIGARRILLOS,845,VINO ESPUMOSO Y CHAMPANA,29709,LA PIUMA MARCA EXCLUSIVA,MARCA EXCLUSIVA                                   ,Insuperables Marca Propia
Gran Consumo,Carulla,1652269,JABON AVENA CON GLICERINA 3UNS,406,CUIDADO CORPORAL,1221,JABON ANTIBACTERIALES/MEDICADO,24674,AMPM PLUS,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,1678676,Canela Molida,402,SALSAS Y CONDIMENTOS,5810,CONDIMENTOS NATURALES GRANO,17798,FRESCAMPO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,1678677,PIMIENTA MOLIDA,402,SALSAS Y CONDIMENTOS,5810,CONDIMENTOS NATURALES GRANO,17798,FRESCAMPO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,1678679,Ajo Molida,402,SALSAS Y CONDIMENTOS,5810,CONDIMENTOS NATURALES GRANO,17798,FRESCAMPO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,1705880,DETERGENTE EN POLVO FLORAL,97,CUIDADO ROPA,1021,DETERGENTES CONVENCIONALES,80000,EKONO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,1705882,DETERGENTE EN POLVO FLORAL,97,CUIDADO ROPA,1021,DETERGENTES CONVENCIONALES,80000,EKONO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,1705937,DETERGENTE EN POLVO LIMON,97,CUIDADO ROPA,1021,DETERGENTES CONVENCIONALES,80000,EKONO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,1705986,DETERGENTE EN POLVO LIMON,97,CUIDADO ROPA,1021,DETERGENTES CONVENCIONALES,80000,EKONO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,1737627,Crema Dental Tripleaccion,98,CUIDADO ORAL Y AFEITADA,750,CREMA DENTAL TRIPLE ACCION,24674,AMPM PLUS,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,1743103,Bebida de almendra sin azúcar,63,BEBIDAS LIQUIDAS NO ALCOHOLICA,8120,FRUTOS,50000,TAEQ,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,1749646,COLOR,402,SALSAS Y CONDIMENTOS,5810,CONDIMENTOS NATURALES GRANO,17798,FRESCAMPO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,1749648,Comino Molido,402,SALSAS Y CONDIMENTOS,5810,CONDIMENTOS NATURALES GRANO,17798,FRESCAMPO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,1753280,Limpiapisos Desinfecta Lavanda,405,LIMPIADORES E IMPLEMENTOS ASEO,1910,LIMPIAPISOS AROMAT DESINFEC,24666,T/L/D TODOS LOS DIAS,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,1753281,Limpiapisos Desinfect Citronel,405,LIMPIADORES E IMPLEMENTOS ASEO,1910,LIMPIAPISOS AROMAT DESINFEC,24666,T/L/D TODOS LOS DIAS,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,1753282,Limpiapisos Con Bicarbonato,405,LIMPIADORES E IMPLEMENTOS ASEO,1928,LIMPIAPISOS EFICIENTES,24666,T/L/D TODOS LOS DIAS,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,1757903,Limpiapisos Desinfect Lavanda,405,LIMPIADORES E IMPLEMENTOS ASEO,1910,LIMPIAPISOS AROMAT DESINFEC,24666,T/L/D TODOS LOS DIAS,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,1757904,Limpiapisos Desinfec Citronela,405,LIMPIADORES E IMPLEMENTOS ASEO,1910,LIMPIAPISOS AROMAT DESINFEC,24666,T/L/D TODOS LOS DIAS,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,1757905,Limpiapisos Desinfec Bicarbona,405,LIMPIADORES E IMPLEMENTOS ASEO,1928,LIMPIAPISOS EFICIENTES,24666,T/L/D TODOS LOS DIAS,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,1773369,CREMA HUMECTANTE ALMENDRAS,406,CUIDADO CORPORAL,1310,CREMAS HUMECTANTES,24674,AMPM PLUS,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,1773371,CREMA HUMECTANTE AVENA,406,CUIDADO CORPORAL,1310,CREMAS HUMECTANTES,24674,AMPM PLUS,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,1773372,CREMA HUMECTANTE BEBE,406,CUIDADO CORPORAL,1350,CREMAS HUMECTANTES BEBE,24674,AMPM PLUS,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,1804224,Detergente En Polvo Floral,97,CUIDADO ROPA,1021,DETERGENTES CONVENCIONALES,36937,CARULLA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,1804225,Detergente En Polvo Limon,97,CUIDADO ROPA,1021,DETERGENTES CONVENCIONALES,36937,CARULLA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,251334,Cafe Instantaneo Pulverizado,92,BEBIDAS CALIENT/Y ALMT.NATURIS,5620,CAFE INSTANTANEO,20000,EXITO MARCA PROPIA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,253898,Cafe Instantaneo Granulado,92,BEBIDAS CALIENT/Y ALMT.NATURIS,5620,CAFE INSTANTANEO,20000,EXITO MARCA PROPIA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,258027,Cafe Molido,92,BEBIDAS CALIENT/Y ALMT.NATURIS,5610,CAFE MOLIDO,80000,EKONO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,289831,Toalla Higienica Delgada,67,PAPELES Y ABSORBENTES,7020,TOALLAS HIGIENICAS,80000,EKONO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,3002592,BLANQUEADOR FLORAL,405,LIMPIADORES E IMPLEMENTOS ASEO,820,BLANQUEADOR CON FRAGANCIA,24666,T/L/D TODOS LOS DIAS,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,3002604,BLANQUEADOR LIMON,405,LIMPIADORES E IMPLEMENTOS ASEO,820,BLANQUEADOR CON FRAGANCIA,24666,T/L/D TODOS LOS DIAS,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,3002606,BLANQUEDOR MANZANA,405,LIMPIADORES E IMPLEMENTOS ASEO,820,BLANQUEADOR CON FRAGANCIA,24666,T/L/D TODOS LOS DIAS,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,3003158,SHAMPOO TODO CABELLO,96,CUIDADO CAPILAR Y ACCESORIOS,1310,SHAMPOO 1 EN 1,24674,AMPM PLUS,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,3004110,PAÑAL TALLA M,67,PAPELES Y ABSORBENTES,9030,PANALES VALUE,80000,EKONO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,3004111,Pañal Talla G,67,PAPELES Y ABSORBENTES,9030,PANALES VALUE,80000,EKONO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,3004112,PAÑAL TALLA XG,67,PAPELES Y ABSORBENTES,9030,PANALES VALUE,80000,EKONO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,3006840,Blanqueador Floral,405,LIMPIADORES E IMPLEMENTOS ASEO,820,BLANQUEADOR CON FRAGANCIA,36937,CARULLA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,3006843,Blanqueador Limón,405,LIMPIADORES E IMPLEMENTOS ASEO,820,BLANQUEADOR CON FRAGANCIA,36937,CARULLA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,3007966,Detergente en Polvo Limon,97,CUIDADO ROPA,1021,DETERGENTES CONVENCIONALES,20000,EXITO MARCA PROPIA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,3007967,Detergente en Polvo Limon,97,CUIDADO ROPA,1021,DETERGENTES CONVENCIONALES,20000,EXITO MARCA PROPIA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,3007969,Detergente en Polvo Floral,97,CUIDADO ROPA,1021,DETERGENTES CONVENCIONALES,20000,EXITO MARCA PROPIA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,3007970,Detergente en Polvo Floral,97,CUIDADO ROPA,1021,DETERGENTES CONVENCIONALES,20000,EXITO MARCA PROPIA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,3009553,Protectores Diarios Multiestil,67,PAPELES Y ABSORBENTES,6010,PROTEC. DIARIOS MULTIPANTY,80000,EKONO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,3014290,Jabón Liquido Avena,406,CUIDADO CORPORAL,1230,JABON LIQUIDOS,80000,EKONO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,3014291,Jabón Liquido Manzana,406,CUIDADO CORPORAL,1230,JABON LIQUIDOS,80000,EKONO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,3015859,Detergente Liquido Floral,97,CUIDADO ROPA,1011,DETERGENTES LIQUIDOS,20000,EXITO MARCA PROPIA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,3023705,Blanqueador sin fragancia,405,LIMPIADORES E IMPLEMENTOS ASEO,830,BLANQUEADOR SIN FRAGANCIA,80000,EKONO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,3026524,Protectores Diarios Multiestil,67,PAPELES Y ABSORBENTES,6010,PROTEC. DIARIOS MULTIPANTY,80000,EKONO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,3039180,Jabon Liquido Manzana,406,CUIDADO CORPORAL,1230,JABON LIQUIDOS,80000,EKONO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,3039181,Jabon Liquido Avena,406,CUIDADO CORPORAL,1230,JABON LIQUIDOS,80000,EKONO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,3041841,Vino Tinto Reserva Merlot,95,LICORES Y CIGARRILLOS,811,VINO TINTOS MESA,19653,SIETE SOLES MARCA EXCLUSIVA,MARCA EXCLUSIVA                                   ,Insuperables Marca Propia
Gran Consumo,Carulla,3041842,Vino Tinto Reserva Carmenere,95,LICORES Y CIGARRILLOS,811,VINO TINTOS MESA,19653,SIETE SOLES MARCA EXCLUSIVA,MARCA EXCLUSIVA                                   ,Insuperables Marca Propia
Gran Consumo,Carulla,3041843,Vino Reserva Rosado,95,LICORES Y CIGARRILLOS,832,VINO ROSADOS MESA,19653,SIETE SOLES MARCA EXCLUSIVA,MARCA EXCLUSIVA                                   ,Insuperables Marca Propia
Gran Consumo,Carulla,3046977,Lavaloza Liquido Limon,405,LIMPIADORES E IMPLEMENTOS ASEO,4520,LAVALOZAS LIQUIDOS,80000,EKONO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,3054276,Frijol Cargamanto Blanco,90,GRANOS,2020,FRIJOL CARGAMANTO,80000,EKONO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,3054283,Frijol Sabanero Rojo,90,GRANOS,2030,FRIJOL SABANERO,80000,EKONO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,3058697,Bebi De Almend Original,63,BEBIDAS LIQUIDAS NO ALCOHOLICA,8120,FRUTOS,50000,TAEQ,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,3059933,Detergente Liquido Floral,97,CUIDADO ROPA,1011,DETERGENTES LIQUIDOS,36937,CARULLA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,3060050,Detergente Liquido Floral,97,CUIDADO ROPA,1011,DETERGENTES LIQUIDOS,24666,T/L/D TODOS LOS DIAS,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,308510,Mostaza,402,SALSAS Y CONDIMENTOS,5411,MOSTAZAS NORMALES,80000,EKONO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,3101013,Bolsa Basura 43x48 Papelera,404,DESECHABLES Y AEROSOLES,5010,BOLSA BASURA PAPELERA,80000,EKONO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,3111952,Detergente Bicarbonato/Vinagre,97,CUIDADO ROPA,1021,DETERGENTES CONVENCIONALES,24666,T/L/D TODOS LOS DIAS,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,3111954,Detergente Bicarbonato/Vinagre,97,CUIDADO ROPA,1021,DETERGENTES CONVENCIONALES,36937,CARULLA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,3136901,Lavaloza Crema,405,LIMPIADORES E IMPLEMENTOS ASEO,4510,LAVALOZA CREMAS/GEL,80000,EKONO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,3181319,Jabon en barra azul x 3 und,97,CUIDADO ROPA,930,JABON DE LAVAR LIMPIEZA BASICA,80000,EKONO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,3188259,Vino Blanco,95,LICORES Y CIGARRILLOS,821,VINO BLANCOS MESA,23535,CRUZARES MARCA EXCLUSIVA,MARCA EXCLUSIVA                                   ,Insuperables Marca Propia
Gran Consumo,Carulla,3188260,Vino tinto,95,LICORES Y CIGARRILLOS,811,VINO TINTOS MESA,23535,CRUZARES MARCA EXCLUSIVA,MARCA EXCLUSIVA                                   ,Insuperables Marca Propia
Gran Consumo,Carulla,3191553,Papel Higiénico x12 Rollos,67,PAPELES Y ABSORBENTES,8020,PAPEL HIGIENICO RENDIDOR,36937,CARULLA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Carulla,3197410,Vino Lambrusco Rosado,95,LICORES Y CIGARRILLOS,845,VINO ESPUMOSO Y CHAMPANA,29709,LA PIUMA MARCA EXCLUSIVA,MARCA EXCLUSIVA                                   ,Insuperables Marca Propia
Gran Consumo,Carulla,3208370,Jabon Liq Espum Bamboo Forest,406,CUIDADO CORPORAL,1230,JABON LIQUIDOS,14401,PERSONAL CHOICE MARCA EXCLUSIV,MARCA EXCLUSIVA                                   ,Insuperables Marca Propia
