,,,,,,,,,,,
Gerencia,Cadena,Plu,Nombre Plu,Subl,Sublinea,Subcat,Subcategoria,Marc,Marca,Clase Marca,Estrategia
Gran Consumo,Super Inter,3355100,Aceite de Girasol,403,ACEITES COMESTIBLES,7825,ACEITE GIRASOL,17798,FRESCAMPO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Super Inter,3373213,Torta Negra Lonchera,81,PANADERIA INUSTRI.Y REPOSTERIA,5536,TAJADAS SIN CUBIERTA,80000,EKONO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Super Inter,3382405,Papel Higienico 4 Rollos,67,PAPELES Y ABSORBENTES,8020,PAPEL HIGIENICO RENDIDOR,24666,T/L/D TODOS LOS DIAS,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Super Inter,3397990,Azucar Blanco,90,GRANOS,7120,AZUCAR BLANCO ESPECIAL,36937,CARULLA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Super Inter,3400652,Aceite de Girasol,403,ACEITES COMESTIBLES,7825,ACEITE GIRASOL,36937,CARULLA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Super Inter,3400653,Aceite de Girasol,403,ACEITES COMESTIBLES,7825,ACEITE GIRASOL,17798,FRESCAMPO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Super Inter,3403501,Suavizante Aroma Floral,97,CUIDADO ROPA,1210,SUAVIZANTES REGULAR,36937,CARULLA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Super Inter,3403502,Suavizante Aroma Floral,97,CUIDADO ROPA,1210,SUAVIZANTES REGULAR,24666,T/L/D TODOS LOS DIAS,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Super Inter,3403530,Suavizante Aroma Floral,97,CUIDADO ROPA,1210,SUAVIZANTES REGULAR,36937,CARULLA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Super Inter,3403551,Suavizante Aroma Floral,97,CUIDADO ROPA,1210,SUAVIZANTES REGULAR,20000,EXITO MARCA PROPIA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Super Inter,3403552,Suavizante Aroma Floral,97,CUIDADO ROPA,1210,SUAVIZANTES REGULAR,20000,EXITO MARCA PROPIA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Super Inter,3403555,Suavizante Aroma Floral,97,CUIDADO ROPA,1210,SUAVIZANTES REGULAR,24666,T/L/D TODOS LOS DIAS,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Super Inter,3436274,Aceite De Aguacate,403,ACEITES COMESTIBLES,7840,OTROS ACEITES,50000,TAEQ,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Super Inter,3453139,Galletas Saladas x 3 Tacos,93,GALLETAS Y HARINAS,2021,CRACKERS TRADICIONAL,17798,FRESCAMPO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Super Inter,3454318,Chocolate Clavos Y Canela,92,BEBIDAS CALIENT/Y ALMT.NATURIS,6050,CHOCOLATES ALINADOS DULCE,80000,EKONO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Super Inter,3462328,Bolsa De Basura Blanca,404,DESECHABLES Y AEROSOLES,5030,BOLSA BASURA RESIDENCIAL,80000,EKONO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Super Inter,3462329,Bolsa De Basura Negra,404,DESECHABLES Y AEROSOLES,5030,BOLSA BASURA RESIDENCIAL,80000,EKONO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Super Inter,3462330,Bolsa De Basura Verde,404,DESECHABLES Y AEROSOLES,5030,BOLSA BASURA RESIDENCIAL,80000,EKONO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Super Inter,3475406,Arepa Tela,83,DERIVADOS LACTEOS,4080,AREPAS BLANCAS,80000,EKONO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Super Inter,3479458,Queso Mozzarella Tajado,83,DERIVADOS LACTEOS,2575,MOZARELLA/DOBLECREMA,20000,EXITO MARCA PROPIA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Super Inter,3491790,Detergente Liquido Floral,97,CUIDADO ROPA,1011,DETERGENTES LIQUIDOS,20000,EXITO MARCA PROPIA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Super Inter,3507566,Galletas Saladas,93,GALLETAS Y HARINAS,2021,CRACKERS TRADICIONAL,17798,FRESCAMPO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Super Inter,3511293,Detergente liquido floral,97,CUIDADO ROPA,1011,DETERGENTES LIQUIDOS,36937,CARULLA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Super Inter,3511294,Detergente liquido floral,97,CUIDADO ROPA,1011,DETERGENTES LIQUIDOS,24666,T/L/D TODOS LOS DIAS,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Super Inter,3518647,Papel Higiénico X 12 Rollos,67,PAPELES Y ABSORBENTES,8020,PAPEL HIGIENICO RENDIDOR,20000,EXITO MARCA PROPIA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Super Inter,3519268,Jabón Antibacterial Avena,406,CUIDADO CORPORAL,1221,JABON ANTIBACTERIALES/MEDICADO,20000,EXITO MARCA PROPIA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Super Inter,403042,Agua Sin Gas,63,BEBIDAS LIQUIDAS NO ALCOHOLICA,6710,AGUA NORMAL,20000,EXITO MARCA PROPIA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Super Inter,405927,PAPEL HIG BLANCO TRIPLE HOJA,67,PAPELES Y ABSORBENTES,8020,PAPEL HIGIENICO RENDIDOR,20000,EXITO MARCA PROPIA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Super Inter,425724,&SERVILLETA DOBLADA,67,PAPELES Y ABSORBENTES,7510,SERVILLETAS NORMALES,36937,CARULLA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Super Inter,426831,GUANTES DOMESTICOS TALLA 8,405,LIMPIADORES E IMPLEMENTOS ASEO,5811,GUANTES DOMESTICOS,80000,EKONO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Super Inter,429306,Esponja Doble Uso 2Pack,405,LIMPIADORES E IMPLEMENTOS ASEO,4450,ESPUMAS Y PLASTICAS,80000,EKONO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Super Inter,438331,Cafe Molido,92,BEBIDAS CALIENT/Y ALMT.NATURIS,5610,CAFE MOLIDO,80000,EKONO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Super Inter,489509,Servilleta Blanca De Lujo,67,PAPELES Y ABSORBENTES,7520,SERVILLETAS LUJO,36937,CARULLA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Super Inter,580153,PAPEL HIGIENICO,67,PAPELES Y ABSORBENTES,8020,PAPEL HIGIENICO RENDIDOR,20000,EXITO MARCA PROPIA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Super Inter,598300,Toalla Cocina Doble Hoj 1 Roll,67,PAPELES Y ABSORBENTES,2020,TOALLAS COCINA DESECHABLE,80000,EKONO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Super Inter,620120,Toallita Humeda con Aloe Vera,67,PAPELES Y ABSORBENTES,8540,TOALLITAS HUMEDAS BABY OTROS U,14401,PERSONAL CHOICE MARCA EXCLUSIV,MARCA EXCLUSIVA                                   ,Insuperables Marca Propia
Gran Consumo,Super Inter,894020,Vino Tinto,95,LICORES Y CIGARRILLOS,811,VINO TINTOS MESA,23535,CRUZARES MARCA EXCLUSIVA,MARCA EXCLUSIVA                                   ,Insuperables Marca Propia
Gran Consumo,Super Inter,894119,Vino Rosado,95,LICORES Y CIGARRILLOS,832,VINO ROSADOS MESA,23535,CRUZARES MARCA EXCLUSIVA,MARCA EXCLUSIVA                                   ,Insuperables Marca Propia
Gran Consumo,Super Inter,894139,Vino Blanco,95,LICORES Y CIGARRILLOS,821,VINO BLANCOS MESA,23535,CRUZARES MARCA EXCLUSIVA,MARCA EXCLUSIVA                                   ,Insuperables Marca Propia
Gran Consumo,Super Inter,3298470,Queso Mozzarella Rallado,83,DERIVADOS LACTEOS,2575,MOZARELLA/DOBLECREMA,17798,FRESCAMPO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Super Inter,3506935,Aceite De Soya,403,ACEITES COMESTIBLES,7840,OTROS ACEITES,17798,FRESCAMPO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Super Inter,3506936,Aceite De Soya,403,ACEITES COMESTIBLES,7840,OTROS ACEITES,17798,FRESCAMPO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Super Inter,3540220,Leche En Polvo Entera,69,MEZCLAS Y BEBIDAS EN POLVO,3210,LECHE EN POLVO ENTERA,17798,FRESCAMPO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Super Inter,3540222,Leche En Polvo Entera,69,MEZCLAS Y BEBIDAS EN POLVO,3210,LECHE EN POLVO ENTERA,17798,FRESCAMPO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Super Inter,3493914,Yogurt Griego Natural,83,DERIVADOS LACTEOS,1220,YOGURT TIPO GRIEGO,17798,FRESCAMPO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Super Inter,3298212,Queso Mozzarella Tajado,83,DERIVADOS LACTEOS,2575,MOZARELLA/DOBLECREMA,36937,CARULLA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Super Inter,3537862,Guantes Semi Industrial,405,LIMPIADORES E IMPLEMENTOS ASEO,5821,GUANTES INDUSTRIALES,80000,EKONO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Super Inter,3454319,Chocolate Tradicional,92,BEBIDAS CALIENT/Y ALMT.NATURIS,6020,CHOCOLATES DULCES,80000,EKONO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Super Inter,3305484,Harina de Trigo,93,GALLETAS Y HARINAS,4510,HARINA DE TRIGO,17798,FRESCAMPO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Super Inter,3585499,Yogurt Griego Natural,83,DERIVADOS LACTEOS,1220,YOGURT TIPO GRIEGO,17798,FRESCAMPO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Super Inter,3511181,Lavaloza Liquido,405,LIMPIADORES E IMPLEMENTOS ASEO,4520,LAVALOZAS LIQUIDOS,36937,CARULLA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Super Inter,3588696,Suavizante Manzana,97,CUIDADO ROPA,1210,SUAVIZANTES REGULAR,20000,EXITO MARCA PROPIA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Super Inter,3588697,Suavizante Manzana,97,CUIDADO ROPA,1210,SUAVIZANTES REGULAR,20000,EXITO MARCA PROPIA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Super Inter,1762859,Papel Higienico Blanco Max,67,PAPELES Y ABSORBENTES,8020,PAPEL HIGIENICO RENDIDOR,24666,T/L/D TODOS LOS DIAS,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Super Inter,3259112,Atun Lomo Agua,94,ENLATADOS,2110,ATUNES EN AGUA,17798,FRESCAMPO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Super Inter,3276488,Atun Lomitos En Aceite,94,ENLATADOS,2120,ATUNES EN ACEITE,17798,FRESCAMPO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Super Inter,3618631,Leche Entera En Caja,83,DERIVADOS LACTEOS,1390,LECHE LIQUIDA UHT CAJA,20000,EXITO MARCA PROPIA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Super Inter,3623259,Limpia Pisos Bicarbonato,405,LIMPIADORES E IMPLEMENTOS ASEO,1928,LIMPIAPISOS EFICIENTES,24666,T/L/D TODOS LOS DIAS,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Super Inter,3623260,Limpia Pisos Citronela,405,LIMPIADORES E IMPLEMENTOS ASEO,1910,LIMPIAPISOS AROMAT DESINFEC,24666,T/L/D TODOS LOS DIAS,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Super Inter,3623261,Limpia Pisos Lavanda,405,LIMPIADORES E IMPLEMENTOS ASEO,1910,LIMPIAPISOS AROMAT DESINFEC,24666,T/L/D TODOS LOS DIAS,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Super Inter,3564367,Conserva De Pescado En Salsa D,94,ENLATADOS,2735,OTROS PESCADOS,20000,EXITO MARCA PROPIA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Super Inter,3564368,Conserva De Pescado En Salsa D,94,ENLATADOS,2735,OTROS PESCADOS,20000,EXITO MARCA PROPIA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Super Inter,3633789,Conservas De Pescado,94,ENLATADOS,2735,OTROS PESCADOS,36937,CARULLA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Super Inter,3633790,Conservas De Pescado,94,ENLATADOS,2735,OTROS PESCADOS,36937,CARULLA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Super Inter,3636384,Pañal Desechable Talla G,67,PAPELES Y ABSORBENTES,9030,PANALES VALUE,80000,EKONO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Super Inter,3636385,Pañal Desechable Talla XG,67,PAPELES Y ABSORBENTES,9030,PANALES VALUE,80000,EKONO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Super Inter,3280455,Queso Parmesano,83,DERIVADOS LACTEOS,2570,RALLADOS,20000,EXITO MARCA PROPIA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Super Inter,3298211,Queso Parmesano,83,DERIVADOS LACTEOS,2570,RALLADOS,36937,CARULLA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Super Inter,3599997,Pañal Bebe Talla XXG,67,PAPELES Y ABSORBENTES,9030,PANALES VALUE,80000,EKONO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Super Inter,3293026,Soda,63,BEBIDAS LIQUIDAS NO ALCOHOLICA,7035,SODAS Y MEZCLADORES,17798,FRESCAMPO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Super Inter,3331337,Pasta Macarrones,93,GALLETAS Y HARINAS,4620,PASTAS COMUNES,80000,EKONO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Super Inter,3331340,Pasta Conchas,93,GALLETAS Y HARINAS,4620,PASTAS COMUNES,80000,EKONO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Super Inter,3331344,Pasta Spaghetti,93,GALLETAS Y HARINAS,4620,PASTAS COMUNES,80000,EKONO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Super Inter,3331345,Pasta Fideos,93,GALLETAS Y HARINAS,4620,PASTAS COMUNES,80000,EKONO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Super Inter,3111953,Detergente Bicarbonato/Vinagre,97,CUIDADO ROPA,1021,DETERGENTES CONVENCIONALES,20000,EXITO MARCA PROPIA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Super Inter,3331338,Pasta Fideos,93,GALLETAS Y HARINAS,4620,PASTAS COMUNES,80000,EKONO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Super Inter,3331339,Pasta Conchas,93,GALLETAS Y HARINAS,4620,PASTAS COMUNES,80000,EKONO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Super Inter,3331341,Pasta Macarrones,93,GALLETAS Y HARINAS,4620,PASTAS COMUNES,80000,EKONO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Super Inter,3331342,Pasta Spaghetti,93,GALLETAS Y HARINAS,4620,PASTAS COMUNES,80000,EKONO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Super Inter,3331343,Pasta Fideos,93,GALLETAS Y HARINAS,4620,PASTAS COMUNES,80000,EKONO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Super Inter,3331346,Pasta Spaghetti,93,GALLETAS Y HARINAS,4620,PASTAS COMUNES,80000,EKONO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Super Inter,3178712,Papel higiénico x 12 rollos,67,PAPELES Y ABSORBENTES,8020,PAPEL HIGIENICO RENDIDOR,20000,EXITO MARCA PROPIA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Super Inter,3226414,Blanqueador en Gel,405,LIMPIADORES E IMPLEMENTOS ASEO,830,BLANQUEADOR SIN FRAGANCIA,42192,GREEN CHOICE GENERATION,MARCA EXCLUSIVA                                   ,Insuperables Marca Propia
Gran Consumo,Super Inter,3511376,Jabon Doy Pack Avena Miel,406,CUIDADO CORPORAL,1230,JABON LIQUIDOS,14401,PERSONAL CHOICE MARCA EXCLUSIV,MARCA EXCLUSIVA                                   ,Insuperables Marca Propia
Gran Consumo,Super Inter,3511377,Jabon Doy Pack Pomegran Mango,406,CUIDADO CORPORAL,1230,JABON LIQUIDOS,14401,PERSONAL CHOICE MARCA EXCLUSIV,MARCA EXCLUSIVA                                   ,Insuperables Marca Propia
Gran Consumo,Super Inter,3118050,Alimento Para Gatos,401,MASCOTAS,840,ALIMENTOS GATOS,33444,PUK?,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Super Inter,3131929,Alimento Para Gatos,401,MASCOTAS,840,ALIMENTOS GATOS,33444,PUK?,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Super Inter,3289994,Alimento Perro Cachorro,401,MASCOTAS,820,ALIMENTOS PERROS,33444,PUK?,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Super Inter,3299412,Alimento Perro Adulto,401,MASCOTAS,820,ALIMENTOS PERROS,33444,PUK?,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Super Inter,3641982,Alimento Perro Adulto,401,MASCOTAS,820,ALIMENTOS PERROS,33444,PUK?,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Super Inter,3635120,Locion Hidratante Corporal,406,CUIDADO CORPORAL,1310,CREMAS HUMECTANTES,24674,AMPM PLUS,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Super Inter,3629361,Suavizante Floral,97,CUIDADO ROPA,1210,SUAVIZANTES REGULAR,20000,EXITO MARCA PROPIA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Super Inter,3629362,Detergente Liquido,97,CUIDADO ROPA,1011,DETERGENTES LIQUIDOS,20000,EXITO MARCA PROPIA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Super Inter,857637,Toalla Higien Delgada Con Alas,67,PAPELES Y ABSORBENTES,7020,TOALLAS HIGIENICAS,80000,EKONO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Super Inter,439586,Toalla Delgada Con Alas Tela,67,PAPELES Y ABSORBENTES,7020,TOALLAS HIGIENICAS,80000,EKONO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Super Inter,3026388,Toalla Higienica Nocturna,67,PAPELES Y ABSORBENTES,7020,TOALLAS HIGIENICAS,80000,EKONO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Super Inter,3032765,Toallas Higienicas Malla,67,PAPELES Y ABSORBENTES,7020,TOALLAS HIGIENICAS,80000,EKONO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Super Inter,3032766,Toallas Higienicas Malla,67,PAPELES Y ABSORBENTES,7020,TOALLAS HIGIENICAS,80000,EKONO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Super Inter,3454320,Chocolate Tradicional,92,BEBIDAS CALIENT/Y ALMT.NATURIS,6020,CHOCOLATES DULCES,80000,EKONO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Super Inter,3488624,Shampoo Hydra,96,CUIDADO CAPILAR Y ACCESORIOS,1310,SHAMPOO 1 EN 1,14401,PERSONAL CHOICE MARCA EXCLUSIV,MARCA EXCLUSIVA                                   ,Insuperables Marca Propia
Gran Consumo,Super Inter,3488625,Shampoo Cuidado Completo,96,CUIDADO CAPILAR Y ACCESORIOS,1310,SHAMPOO 1 EN 1,14401,PERSONAL CHOICE MARCA EXCLUSIV,MARCA EXCLUSIVA                                   ,Insuperables Marca Propia
Gran Consumo,Super Inter,3488626,Shampoo Regeneracion Diaria,96,CUIDADO CAPILAR Y ACCESORIOS,1310,SHAMPOO 1 EN 1,14401,PERSONAL CHOICE MARCA EXCLUSIV,MARCA EXCLUSIVA                                   ,Insuperables Marca Propia
Gran Consumo,Super Inter,3330631,Aceite de Oliva Extra Virgen,403,ACEITES COMESTIBLES,7815,ACEITE OLIVA,36937,CARULLA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Super Inter,3549008,Papel Higienico,67,PAPELES Y ABSORBENTES,8020,PAPEL HIGIENICO RENDIDOR,20000,EXITO MARCA PROPIA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Super Inter,3640363,Papel Higienico x24 Rollos,67,PAPELES Y ABSORBENTES,8020,PAPEL HIGIENICO RENDIDOR,36937,CARULLA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Super Inter,3670169,Limpiapisos Lavanda,405,LIMPIADORES E IMPLEMENTOS ASEO,1910,LIMPIAPISOS AROMAT DESINFEC,24666,T/L/D TODOS LOS DIAS,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Super Inter,3685676,Crema Lavaloza Limon,405,LIMPIADORES E IMPLEMENTOS ASEO,4510,LAVALOZA CREMAS/GEL,80000,EKONO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Super Inter,3330628,Aceite de Oliva Extra Virgen,403,ACEITES COMESTIBLES,7815,ACEITE OLIVA,36937,CARULLA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Super Inter,3330634,Aceite de Oliva Extravirgen,403,ACEITES COMESTIBLES,7815,ACEITE OLIVA,20000,EXITO MARCA PROPIA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Super Inter,958531,Cafe Molido,92,BEBIDAS CALIENT/Y ALMT.NATURIS,5610,CAFE MOLIDO,80000,EKONO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Super Inter,3611606,Lomo Atún En Agua X4 Unds,94,ENLATADOS,2110,ATUNES EN AGUA,20000,EXITO MARCA PROPIA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Super Inter,216153,Agua Sin Gas,63,BEBIDAS LIQUIDAS NO ALCOHOLICA,6710,AGUA NORMAL,20000,EXITO MARCA PROPIA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Super Inter,975923,Agua Sin Gas,63,BEBIDAS LIQUIDAS NO ALCOHOLICA,6710,AGUA NORMAL,36937,CARULLA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Super Inter,1512413,Agua Sin Gas,63,BEBIDAS LIQUIDAS NO ALCOHOLICA,6710,AGUA NORMAL,17798,FRESCAMPO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Super Inter,3330624,Aceite de Oliva Virgen,403,ACEITES COMESTIBLES,7815,ACEITE OLIVA,36937,CARULLA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Super Inter,3519269,Jabón Tocador Aloe Vera,406,CUIDADO CORPORAL,1250,JABON LARGA DURACION ECONOMICO,80000,EKONO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Super Inter,3519270,Jabón Tocador Fresa,406,CUIDADO CORPORAL,1250,JABON LARGA DURACION ECONOMICO,80000,EKONO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Super Inter,3519271,Jabón Tocador Mandarina,406,CUIDADO CORPORAL,1250,JABON LARGA DURACION ECONOMICO,80000,EKONO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Super Inter,3330626,Aceite de Oliva Virgen,403,ACEITES COMESTIBLES,7815,ACEITE OLIVA,17798,FRESCAMPO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Super Inter,3394671,Aceite Vegetal,403,ACEITES COMESTIBLES,7820,ACEITES MEZCLAS,17798,FRESCAMPO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Super Inter,3359775,Matequilla Ghee,403,ACEITES COMESTIBLES,7840,OTROS ACEITES,50000,TAEQ,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Super Inter,3611605,Lomo Atún Aceite Vegetal X4 Un,94,ENLATADOS,2120,ATUNES EN ACEITE,20000,EXITO MARCA PROPIA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Super Inter,3676126,Lomo Atun En Aceite Vegetal x,94,ENLATADOS,2120,ATUNES EN ACEITE,36937,CARULLA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Super Inter,3676127,Lomo Atun En Agua x 4 Unds,94,ENLATADOS,2110,ATUNES EN AGUA,36937,CARULLA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Super Inter,3709524,Detergente En Polvo Floral,97,CUIDADO ROPA,1021,DETERGENTES CONVENCIONALES,80000,EKONO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Super Inter,3709525,Detergente En Polvo Limon,97,CUIDADO ROPA,1021,DETERGENTES CONVENCIONALES,80000,EKONO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Super Inter,3641951,Gelatina Fresa-Uva-Fruto Rojos,69,MEZCLAS Y BEBIDAS EN POLVO,8710,GELATINA NORMAL,17798,FRESCAMPO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Super Inter,3641952,Gelatina Piña-Limón-Mandarina,69,MEZCLAS Y BEBIDAS EN POLVO,8710,GELATINA NORMAL,17798,FRESCAMPO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Super Inter,3711919,Quitamanchas En Polvo Primaver,97,CUIDADO ROPA,710,DESMANCHADORES POLVO,24666,T/L/D TODOS LOS DIAS,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Super Inter,3330625,Aceite de Oliva Suave Sabor,403,ACEITES COMESTIBLES,7815,ACEITE OLIVA,20000,EXITO MARCA PROPIA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Super Inter,3330629,Aceite de Oliva Virgen,403,ACEITES COMESTIBLES,7815,ACEITE OLIVA,17798,FRESCAMPO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Super Inter,3330632,Aceite De Oliva Virgen Extra,403,ACEITES COMESTIBLES,7815,ACEITE OLIVA,17798,FRESCAMPO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Super Inter,3330633,Aceite de Oliva Virgen,403,ACEITES COMESTIBLES,7815,ACEITE OLIVA,36937,CARULLA,MARCA PROPIA                                      ,Insuperables Marca Propia
